trip_id,vendor_id,base_inr,km_inr,wait_inr,total_inr
T006917,V07,163,134,65,362
T006918,V07,126,273,147,546
T006919,V08,132,479,26,637
T006920,V10,155,561,51,767
T006921,V11,157,210,64,431
T006922,V05,120,394,39,553
T006923,V12,131,501,32,664
T006924,V03,124,377,26,527
T006925,V11,140,314,24,478
T006926,V02,123,606,19,748
T006927,V04,192,383,33,608
T006928,V10,177,144,13,334
T006929,V06,137,534,67,738
T006930,V09,183,352,29,564
T006931,V03,163,301,66,530
T006932,V05,171,357,26,554
T006933,V02,124,155,13,292
T006934,V04,189,223,35,447
T006935,V08,164,458,17,639
T006936,V09,172,159,17,348
T006937,V04,142,138,38,318
T006938,V07,140,524,49,713
T006939,V04,173,523,23,719
T006940,V10,130,448,52,630
T006941,V02,167,551,61,779
T006942,V07,133,542,147,822
T006943,V04,133,332,53,518
T006944,V06,159,190,53,402
T006945,V06,128,118,59,305
T006946,V12,122,414,41,577
T006947,V05,197,303,67,567
T006948,V05,131,555,50,736
T006949,V05,146,278,60,484
T006950,V12,186,151,52,389
T006951,V05,150,220,17,387
T006952,V08,127,116,67,310
T006953,V12,180,247,42,469
T006954,V12,166,219,63,448
T006955,V02,128,287,25,440
T006956,V02,164,211,33,408
T006957,V06,176,127,15,318
T006958,V04,175,619,58,852
T006959,V05,171,470,46,687
T006960,V12,144,577,44,765
T006961,V04,189,232,30,451
T006962,V08,132,271,21,424
T006963,V05,145,256,69,470
T006964,V08,135,307,29,471
T006965,V10,149,360,61,570
T006966,V04,151,223,57,431
T006967,V04,185,267,11,463
T006968,V03,182,162,28,372
T006969,V05,143,419,43,605
T006970,V12,152,236,47,435
T006971,V04,188,425,48,661
T006972,V08,160,645,62,867
T006973,V03,197,361,34,592
T006974,V09,135,279,10,424
T006975,V04,131,274,48,453
T006976,V09,149,628,35,812
T006977,V03,175,246,14,435
T006978,V01,165,282,17,464
T006979,V08,149,447,41,637
T006980,V06,149,194,24,367
T006981,V04,133,372,27,532
T006982,V11,131,617,62,810
T006983,V01,189,191,10,390
T006984,V10,128,587,65,780
T006985,V08,159,516,10,685
T006986,V07,192,402,149,743
T006987,V11,145,260,37,442
T006988,V12,168,208,23,399
T006989,V04,168,127,24,319
T006990,V12,174,220,55,449
T006991,V01,155,211,56,422
T006992,V12,141,294,42,477
T006993,V04,133,445,19,597
T006994,V11,157,446,56,659
T006995,V05,163,393,35,591
T006996,V09,190,196,39,425
T006997,V09,162,344,35,541
T006998,V06,142,159,30,331
T006999,V03,146,496,47,689
T007000,V04,173,314,45,532
T007001,V07,149,462,40,651
T007002,V05,128,256,46,430
T007003,V06,127,489,55,671
T007004,V05,139,130,51,320
T007005,V04,135,239,59,433
T007006,V06,165,519,67,751
T007007,V12,149,192,14,355
T007008,V11,135,177,64,376
T007009,V07,193,603,181,977
T007010,V03,157,520,35,712
T007011,V07,170,469,52,691
T007012,V08,179,305,25,509
T007013,V10,140,214,61,415
T007014,V10,152,422,18,592
T007015,V05,184,235,58,477
T007016,V08,126,375,69,570
T007017,V11,159,448,16,623
T007018,V08,151,629,33,813
T007019,V08,183,321,43,547
T007020,V06,121,165,63,349
T007021,V04,148,444,11,603
T007022,V04,171,227,23,421
T007023,V06,191,512,66,769
T007024,V06,133,495,34,662
T007025,V06,179,198,16,393
T007026,V01,147,584,18,749
T007027,V08,154,336,47,537
T007028,V04,178,546,59,783
T007029,V03,179,592,20,791
T007030,V05,177,186,53,416
T007031,V08,127,509,30,666
T007032,V06,161,478,33,672
T007033,V06,127,257,16,400
T007034,V01,197,186,19,402
T007035,V07,135,506,99,740
T993151,V01,162,603,63,828
T007037,V11,127,305,28,460
T007038,V12,161,590,58,809
T007039,V11,160,505,49,714
T007040,V11,138,521,16,675
T007041,V09,148,346,67,561
T007042,V01,129,224,59,412
T992693,V04,142,362,41,545
T007044,V02,183,397,22,602
T007045,V06,184,265,65,514
T993499,V11,145,242,59,446
T007047,V04,166,559,61,786
T007048,V03,159,332,43,534
T007049,V09,159,297,37,493
T007050,V10,122,471,29,622
T007051,V12,128,149,65,342
T007052,V01,163,585,13,761
T007053,V09,163,312,26,501
T007054,V07,151,412,160,723
T007055,V08,138,276,62,476
T007056,V07,160,574,43,777
T007057,V12,148,275,54,477
T007058,V04,192,194,49,435
T007059,V05,167,534,37,738
T007060,V04,178,307,18,503
T007061,V12,197,206,26,429
T007062,V10,157,317,21,495
T007063,V05,137,429,69,635
T007064,V12,130,428,33,591
T007065,V12,137,613,54,804
T007066,V04,187,201,57,445
T007067,V08,131,230,48,409
T007068,V06,156,249,51,456
T007069,V03,161,299,63,523
T007070,V11,148,586,45,779
T007071,V01,183,231,58,472
T007072,V10,122,205,60,387
T007073,V04,161,398,33,592
T007074,V06,129,463,15,607
T007075,V05,136,368,19,523
T007076,V09,134,200,68,402
T007077,V08,123,237,32,392
T007078,V05,190,639,59,888
T007079,V02,168,147,20,335
T007080,V08,155,486,52,693
T996919,V08,130,130,22,282
T007082,V05,144,227,24,395
T007083,V06,161,214,43,418
T007084,V03,155,524,21,700
T007085,V10,121,452,57,630
T007086,V11,197,252,48,497
T007087,V02,140,309,69,518
T007088,V03,154,184,59,397
T007089,V11,148,286,24,458
T007090,V03,181,613,39,833
T007091,V04,160,499,14,673
T007092,V02,196,434,34,664
T007093,V04,141,205,31,377
T007094,V05,199,513,11,723
T007095,V08,126,530,68,724
T007096,V06,193,165,55,413
T007097,V06,149,473,69,691
T007098,V02,165,534,36,735
T007099,V09,166,269,29,464
T007100,V08,185,460,22,667
T007101,V09,170,273,63,506
T007102,V09,150,564,23,737
T007103,V12,185,229,13,427
T007104,V09,149,120,60,329
T007105,V01,158,446,29,633
T007106,V02,163,470,44,677
T007107,V12,199,567,26,792
T007108,V08,189,430,57,676
T991358,V02,146,252,41,439
T007110,V09,154,293,34,481
T007111,V11,132,565,51,748
T007112,V10,143,286,12,441
T007113,V10,131,642,68,841
T007114,V08,130,357,41,528
T007115,V03,127,302,37,466
T007116,V02,186,253,23,462
T007117,V05,186,544,64,794
T007118,V05,149,325,41,515
T007119,V03,143,445,40,628
T007120,V10,124,391,19,534
T007121,V06,132,473,42,647
T007122,V03,130,433,47,610
T998235,V01,152,262,32,446
T007124,V12,153,149,17,319
T007125,V06,187,494,45,726
T007126,V05,182,506,33,721
T007127,V11,194,633,33,860
T007128,V03,124,569,40,733
T007129,V06,187,259,68,514
T007130,V06,195,421,37,653
T007131,V09,120,466,27,613
T007132,V05,154,214,56,424
T007133,V01,143,159,46,348
T007134,V08,175,423,21,619
T007135,V07,169,563,116,848
T007136,V11,146,337,17,500
T007137,V01,189,249,21,459
T007138,V03,198,177,42,417
T007139,V01,185,212,22,419
T007140,V01,160,421,60,641
T007141,V03,153,368,39,560
T007142,V05,149,308,20,477
T007143,V04,189,408,32,629
T007144,V05,192,587,25,804
T007145,V11,151,200,24,375
T007146,V05,121,546,19,686
T007147,V05,186,363,20,569
T007148,V08,142,364,46,552
T007149,V09,188,255,12,455
T007150,V06,125,649,66,840
T007151,V06,148,441,44,633
T007152,V05,167,186,58,411
T007153,V12,172,430,48,650
T007154,V02,191,171,30,392
T007155,V01,175,438,54,667
T007156,V10,153,516,62,731
T007157,V12,171,427,26,624
T007158,V03,123,596,14,733
T007159,V04,160,326,37,523
T007160,V05,190,424,42,656
T007161,V12,191,536,28,755
T007162,V04,189,384,17,590
T007163,V02,172,281,31,484
T007164,V05,180,239,55,474
T007165,V04,140,434,60,634
T007166,V11,194,398,53,645
T007167,V06,199,293,14,506
T007168,V06,183,502,37,722
T007169,V11,182,300,25,507
T007170,V01,166,492,12,670
T007171,V04,133,246,27,406
T007172,V04,131,639,58,828
T007173,V06,178,139,14,331
T007174,V03,182,264,14,460
T007175,V01,187,340,17,544
T995210,V08,198,373,53,624
T007177,V07,191,557,100,848
T007178,V12,188,388,12,588
T007179,V01,155,333,12,500
T007180,V06,140,460,42,642
T007181,V06,135,541,31,707
T007182,V06,134,272,58,464
T007183,V07,124,510,130,764
T007184,V10,149,637,34,820
T007185,V02,123,169,23,315
T007186,V04,178,539,45,762
T007187,V05,193,451,42,686
T007188,V07,141,344,48,533
T007189,V08,148,185,22,355
T007190,V04,163,253,33,449
T007191,V07,148,624,95,867
T007192,V08,184,546,11,741
T007193,V12,189,616,50,855
T007194,V10,172,326,56,554
T007195,V06,130,211,67,408
T007196,V11,184,573,32,789
T007197,V01,161,529,47,737
T007198,V03,143,192,10,345
T007199,V07,147,507,54,708
T007200,V04,159,330,38,527
T007201,V04,138,474,13,625
T007202,V08,175,625,36,836
T007203,V05,146,544,12,702
T007204,V05,145,510,53,708
T007205,V03,130,286,33,449
T007206,V08,158,400,69,627
T007207,V11,138,357,24,519
T007208,V05,190,270,59,519
T007209,V12,181,499,11,691
T007210,V10,159,430,55,644
T007211,V01,150,462,45,657
T007212,V09,171,163,12,346
T007213,V02,172,514,12,698
T007214,V10,149,526,45,720
T007215,V08,191,381,31,603
T007216,V03,137,523,19,679
T007217,V12,146,361,68,575
T007218,V03,129,424,29,582
T007219,V12,129,341,39,509
T992470,V10,156,452,31,639
T007221,V09,126,366,68,560
T007222,V02,142,359,52,553
T007223,V03,171,439,47,657
T007224,V03,169,167,66,402
T007225,V07,134,477,118,729
T007226,V11,148,689,37,874
T007227,V11,197,181,53,431
T007228,V09,165,495,56,716
T007229,V03,161,139,54,354
T007230,V09,133,503,32,668
T990843,V11,195,671,55,921
T007232,V12,123,401,46,570
T007233,V08,128,509,58,695
T007234,V05,142,304,16,462
T007235,V07,152,172,110,434
T007236,V02,168,584,20,772
T007237,V04,184,352,14,550
T007238,V10,189,608,40,837
T007239,V08,145,395,11,551
T007240,V03,155,579,50,784
T007241,V03,189,624,51,864
T007242,V02,122,400,24,546
T007243,V08,178,325,44,547
T007244,V01,187,410,65,662
T007245,V12,189,416,49,654
T007246,V09,123,648,49,820
T007247,V01,121,428,34,583
T007248,V02,142,227,60,429
T007249,V01,167,597,14,778
T007250,V02,149,138,39,326
T007251,V07,149,510,125,784
T007252,V10,139,426,53,618
T007253,V08,122,480,65,667
T007254,V05,145,497,55,697
T007255,V08,165,320,54,539
T007256,V11,199,272,56,527
T007257,V11,178,623,39,840
T007258,V02,132,550,33,715
T007259,V08,166,252,57,475
T007260,V02,186,600,37,823
T007261,V08,176,459,17,652
T007262,V06,165,473,46,684
T007263,V12,184,447,24,655
T007264,V04,186,546,33,765
T007265,V01,146,149,51,346
T007266,V02,154,328,42,524
T007267,V04,153,377,43,573
T991387,V09,174,196,21,391
T007269,V11,122,291,20,433
T007270,V11,122,253,36,411
T007271,V04,189,537,10,736
T007272,V07,142,143,92,377
T007273,V05,178,548,36,762
T007274,V10,143,578,61,782
T007275,V09,151,426,44,621
T007276,V08,131,621,32,784
T007277,V11,123,136,68,327
T007278,V01,193,277,14,484
T007279,V05,141,364,28,533
T007280,V01,147,157,65,369
T007281,V07,129,357,159,645
T007282,V10,164,296,49,509
T007283,V03,186,430,58,674
T007284,V05,163,338,52,553
T007285,V05,193,437,50,680
T007286,V01,190,332,45,567
T007287,V12,188,165,59,412
T007288,V05,135,202,59,396
T007289,V08,135,609,35,779
T007290,V04,194,610,16,820
T007291,V12,126,137,22,285
T007292,V07,148,495,74,717
T007293,V01,144,189,28,361
T007294,V11,165,260,69,494
T007295,V03,173,364,37,574
T007296,V09,174,443,58,675
T007297,V04,153,354,53,560
T007298,V01,155,478,51,684
T996670,V11,134,322,51,507
T007300,V06,153,581,56,790
T007301,V12,136,568,59,763
T007302,V02,178,277,20,475
T007303,V09,124,457,35,616
T007304,V08,124,243,23,390
T007305,V04,144,411,60,615
T007306,V07,156,222,117,495
T007307,V01,126,562,69,757
T007308,V06,191,354,48,593
T007309,V03,185,516,57,758
T007310,V10,191,256,15,462
T007311,V04,158,550,38,746
T007312,V10,190,252,52,494
T007313,V02,132,569,24,725
T007314,V03,120,543,61,724
T007315,V09,125,392,46,563
T007316,V05,146,340,20,506
T007317,V04,165,418,17,600
T007318,V07,127,372,94,593
T007319,V10,160,442,51,653
T007320,V11,199,602,64,865
T007321,V02,141,297,65,503
T007322,V11,159,318,31,508
T007323,V05,199,355,40,594
T007324,V07,166,426,99,691
T007325,V09,192,225,67,484
T007326,V10,163,396,48,607
T007327,V03,181,154,14,349
T007328,V12,122,314,56,492
T007329,V05,191,496,29,716
T007330,V04,166,556,12,734
T007331,V01,142,502,22,666
T007332,V06,125,533,68,726
T007333,V10,157,405,46,608
T007334,V06,193,641,61,895
T007335,V02,131,472,64,667
T007336,V09,171,516,46,733
T007337,V05,158,256,16,430
T007338,V05,144,429,50,623
T007339,V02,167,327,61,555
T007340,V10,126,547,51,724
T007341,V10,178,209,31,418
T007342,V01,157,361,16,534
T007343,V05,188,290,41,519
T007344,V08,191,138,59,388
T007345,V02,141,517,55,713
T007346,V10,162,160,20,342
T007347,V09,150,377,64,591
T007348,V02,154,178,67,399
T007349,V01,145,285,13,443
T007350,V03,169,348,38,555
T007351,V09,134,370,28,532
T007352,V12,137,598,56,791
T007353,V05,194,351,61,606
T007354,V08,127,228,30,385
T007355,V04,159,191,16,366
T007356,V10,151,518,69,738
T007357,V06,160,319,64,543
T007358,V03,172,508,13,693
T007359,V04,131,363,30,524
T007360,V08,142,263,31,436
T007361,V08,175,503,47,725
T007362,V04,171,220,64,455
T007363,V07,149,462,43,654
T007364,V11,137,298,43,478
T007365,V09,145,393,13,551
T007366,V09,183,467,46,696
T007367,V06,152,480,38,670
T007368,V05,193,280,42,515
T007369,V09,169,516,16,701
T007370,V01,123,294,34,451
T007371,V07,142,137,48,327
T007372,V06,194,407,43,644
T007373,V03,186,379,24,589
T007374,V02,192,584,26,802
T007375,V07,169,403,71,643
T996939,V12,167,281,67,515
T007377,V04,168,457,47,672
T007378,V04,190,513,16,719
T007379,V03,128,328,15,471
T007380,V06,124,578,35,737
T007381,V02,131,382,35,548
T007382,V07,184,491,75,750
T007383,V06,165,574,56,795
T007384,V02,152,268,33,453
T007385,V09,123,378,67,568
T007386,V07,145,389,117,651
T007387,V12,188,558,31,777
T007388,V02,188,554,13,755
T007389,V04,194,540,37,771
T990039,V11,146,431,13,590
T007391,V11,146,503,45,694
T007392,V02,180,321,66,567
T007393,V09,180,278,14,472
T007394,V02,184,526,41,751
T007395,V10,175,369,63,607
T007396,V09,181,337,11,529
T007397,V03,165,548,60,773
T007398,V03,156,264,24,444
T007399,V05,165,256,69,490
T007400,V03,183,281,56,520
T007401,V10,199,169,38,406
T007402,V02,123,420,19,562
T007403,V09,157,378,23,558
T007404,V08,152,503,28,683
T007405,V11,146,512,21,679
T007406,V07,149,634,78,861
T007407,V02,155,255,26,436
T007408,V10,182,177,53,412
T007409,V07,138,214,179,531
T007410,V12,168,337,68,573
T007411,V08,167,142,23,332
T007412,V09,145,493,53,691
T007413,V11,183,462,10,655
T007414,V09,130,558,62,750
T007415,V11,120,293,10,423
T007416,V08,166,555,64,785
T007417,V12,144,138,58,340
T007418,V12,130,203,68,401
T007419,V07,178,378,61,617
T007420,V12,197,297,62,556
T007421,V03,186,253,33,472
T007422,V03,151,498,58,707
T007423,V10,190,401,31,622
T007424,V09,187,306,41,534
T007425,V11,157,459,30,646
T007426,V09,174,366,59,599
T007427,V04,177,246,30,453
T007428,V02,199,383,20,602
T007429,V03,126,560,20,706
T007430,V05,199,349,34,582
T007431,V05,162,149,10,321
T998911,V08,136,519,65,720
T007433,V09,148,256,15,419
T007434,V10,186,376,54,616
T007435,V10,171,544,34,749
T007436,V11,179,245,51,475
T007437,V07,184,378,135,697
T007438,V01,167,470,41,678
T007439,V07,183,143,73,399
T007440,V10,154,330,32,516
T007441,V08,162,233,14,409
T007442,V10,192,630,21,843
T007443,V02,183,439,53,675
T007444,V12,127,247,62,436
T007445,V05,134,597,24,755
T007446,V03,193,446,33,672
T007447,V06,192,632,12,836
T007448,V12,127,235,55,417
T007449,V02,136,200,69,405
T007450,V04,134,308,42,484
T007451,V10,149,237,60,446
T007452,V08,197,579,21,797
T007453,V06,142,525,55,722
T007454,V08,157,530,56,743
T007455,V12,140,439,26,605
T007456,V07,191,166,60,417
T007457,V08,123,247,62,432
T007458,V04,193,295,21,509
T007459,V02,184,646,40,870
T007460,V12,121,204,58,383
T991637,V11,132,455,32,619
T007462,V07,175,289,191,655
T007463,V08,154,476,49,679
T007464,V08,180,259,17,456
T007465,V08,130,591,11,732
T007466,V08,187,575,22,784
T007467,V08,168,608,22,798
T007468,V01,151,633,48,832
T007469,V03,178,234,13,425
T990485,V07,151,193,125,469
T007471,V10,162,382,54,598
T007472,V10,188,486,12,686
T007473,V11,179,538,32,749
T007474,V01,145,264,38,447
T007475,V02,131,184,29,344
T007476,V09,165,177,55,397
T007477,V05,166,497,44,707
T007478,V10,123,592,17,732
T007479,V02,159,212,35,406
T007480,V06,168,568,15,751
T007481,V06,133,213,52,398
T007482,V08,163,587,65,815
T007483,V05,175,617,28,820
T007484,V02,134,128,64,326
T007485,V03,152,278,36,466
T007486,V06,138,300,41,479
T007487,V01,139,193,42,374
T007488,V09,175,372,27,574
T007489,V06,167,404,51,622
T007490,V01,161,443,15,619
T007491,V09,139,224,12,375
T007492,V02,179,229,48,456
T007493,V03,154,130,14,298
T007494,V09,184,214,25,423
T007495,V12,169,604,12,785
T007496,V01,148,257,15,420
T007497,V10,188,533,37,758
T007498,V07,159,587,60,806
T007499,V12,155,492,28,675
T007500,V03,193,414,47,654
T007501,V01,194,238,30,462
T007502,V08,135,417,36,588
T007503,V03,173,516,68,757
T007504,V06,124,604,21,749
T007505,V05,120,127,35,282
T007506,V12,144,565,39,748
T007507,V08,164,414,57,635
T007508,V05,196,492,17,705
T007509,V09,132,128,15,275
T007510,V09,155,415,40,610
T007511,V11,155,443,38,636
T007512,V01,171,233,48,452
T007513,V01,159,569,28,756
T007514,V02,185,491,54,730
T007515,V01,185,357,22,564
T007516,V10,144,248,69,461
T007517,V08,146,546,53,745
T007518,V03,154,410,55,619
T007519,V01,135,356,39,530
T007520,V09,132,300,39,471
T007521,V03,182,399,53,634
T007522,V12,158,449,55,662
T007523,V12,158,298,12,468
T007524,V11,169,304,57,530
T007525,V03,194,539,69,802
T007526,V03,150,154,58,362
T007527,V01,166,441,42,649
T007528,V06,141,245,68,454
T007529,V04,128,121,65,314
T007530,V07,131,442,59,632
T007531,V12,184,477,50,711
T007532,V03,130,388,67,585
T007533,V02,184,213,54,451
T007534,V01,180,135,50,365
T007535,V11,187,516,40,743
T007536,V12,120,143,53,316
T007537,V01,129,571,24,724
T007538,V10,187,289,30,506
T007539,V06,186,641,36,863
T007540,V03,176,329,68,573
T007541,V05,150,343,13,506
T007542,V07,136,391,107,634
T007543,V02,187,246,60,493
T007544,V11,138,348,51,537
T007545,V10,158,546,47,751
T007546,V04,124,555,37,716
T007547,V11,184,568,47,799
T007548,V06,135,152,24,311
T007549,V12,178,423,17,618
T007550,V05,134,343,16,493
T007551,V02,152,480,19,651
T007552,V08,199,257,54,510
T007553,V09,122,421,17,560
T007554,V07,152,379,115,646
T007555,V03,134,155,62,351
T007556,V01,154,281,12,447
T007557,V06,191,532,30,753
T007558,V12,146,492,67,705
T007559,V11,120,362,11,493
T007560,V09,146,281,22,449
T007561,V12,169,315,42,526
T007562,V04,196,550,24,770
T007563,V05,153,603,41,797
T007564,V09,127,454,42,623
T007565,V11,145,454,41,640
T007566,V11,127,539,14,680
T007567,V10,191,330,67,588
T007568,V07,177,412,177,766
T007569,V11,127,171,67,365
T007570,V02,131,582,48,761
T007571,V12,147,113,41,301
T007572,V11,136,412,14,562
T007573,V04,189,434,13,636
T007574,V08,130,505,52,687
T007575,V10,191,530,12,733
T007576,V04,182,546,41,769
T007577,V10,145,322,16,483
T007578,V11,139,171,18,328
T007579,V06,123,585,38,746
T007580,V09,122,565,38,725
T007581,V09,166,563,39,768
T007582,V01,143,272,23,438
T007583,V09,158,138,36,332
T007584,V07,166,357,198,721
T007585,V09,178,216,28,422
T007586,V08,126,375,30,531
T007587,V03,162,468,67,697
T007588,V01,185,536,53,774
T007589,V07,176,529,72,777
T007590,V04,169,290,62,521
T007591,V11,191,664,67,922
T007592,V08,196,332,56,584
T007593,V02,135,293,63,491
T007594,V12,145,162,12,319
T007595,V08,126,251,48,425
T007596,V02,168,595,59,822
T995666,V10,175,501,22,698
T007598,V12,193,471,48,712
T007599,V09,188,491,45,724
T007600,V09,124,168,36,328
T007601,V06,185,491,24,700
T007602,V10,179,151,54,384
T007603,V03,155,422,36,613
T007604,V04,187,270,19,476
T007605,V06,179,155,34,368
T007606,V07,145,389,168,702
T007607,V08,140,423,34,597
T007608,V02,173,367,28,568
T007609,V11,139,562,35,736
T007610,V09,194,330,64,588
T007611,V10,142,345,68,555
T007612,V09,138,114,52,304
T007613,V07,191,390,110,691
T007614,V05,171,300,18,489
T007615,V11,144,309,14,467
T007616,V05,198,279,27,504
T007617,V07,159,145,159,463
T007618,V10,196,401,11,608
T007619,V04,129,146,65,340
T007620,V05,121,233,30,384
T007621,V12,151,474,55,680
T007622,V06,131,643,23,797
T007623,V07,174,357,122,653
T007624,V02,154,527,17,698
T007625,V03,184,255,51,490
T007626,V01,127,432,13,572
T007627,V01,182,309,34,525
T007628,V09,174,568,20,762
T007629,V05,127,325,64,516
T007630,V12,190,417,55,662
T007631,V03,151,425,41,617
T991777,V10,125,225,69,419
T007633,V04,153,496,17,666
T007634,V03,145,284,32,461
T007635,V03,167,546,43,756
T007636,V08,128,557,38,723
T007637,V04,172,510,28,710
T007638,V10,145,417,28,590
T007639,V05,180,184,44,408
T007640,V04,199,172,53,424
T007641,V04,188,458,58,704
T007642,V02,151,571,67,789
T007643,V07,145,596,119,860
T007644,V11,121,445,69,635
T007645,V05,181,677,31,889
T007646,V03,150,464,27,641
T007647,V11,185,514,19,718
T007648,V04,170,430,46,646
T007649,V04,164,378,24,566
