business_unit,office,product_type,trip_date,shift_type,trip_id,planned_pickup_epoch,planned_drop_epoch,actual_pickup_epoch,actual_drop_epoch,planned_km,traveled_km,stwid,signintype,gender,emp_role,boarding_status,not_boarding_reason,is_no_show
vanta-Sea,Denver Office,BUS,2026-07-23,18:00,5074772,1784828520.0,1784829600.0,1784828468.0,1784830530.0,5.476,4.197271347045898,256960,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-13,19:16,5040198,,,1783970425.0,1783971572.0,0.0,4.171215057373047,493680,Adhoc,MALE,escort,Boarded,,False
catalyst-Sac,Crestwood Campus,CAB,2026-05-22,Non Shift,1467064,1779423660.0,1779423660.0,1779423370.0,1779424533.0,10.679,11.14251708984375,383325,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-18,11:00,1180290,1781777160.0,1781779500.0,,,8.234,0.0,205240,,MALE,employee,Not Boarded,NO_SHOW,True
catalyst-Sac,Santa Clara Office,CAB,2026-05-26,21:30,1470479,1779831900.0,1779834720.0,1779832285.0,1779835808.0,20.011,19.68952178955078,665525,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-07-20,21:30,1543311,1784583900.0,1784587680.0,1784584328.0,1784587925.0,22.882,23.189180374145508,692305,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,BUS,2026-06-29,15:30,1305501,1782747900.0,1782748800.0,1782747735.0,1782749846.0,6.9921765,7.598309516906738,182345,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-09,17:30,3373408,1783618200.0,1783620720.0,1783618656.0,1783621765.0,11.139,11.114458084106444,561115,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-09,14:30,3373885,1783607400.0,1783610040.0,1783606452.0,1783610006.0,16.63296,21.561126708984375,65125,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-28,11:00,4891734,1779961380.0,1779965100.0,,,15.696517,0.0,466645,,FEMALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Willow Bend Campus,CAB,2026-07-07,14:30,3359121,1783434600.0,1783435920.0,1783433609.0,1783435935.0,6.956,6.783385753631592,125800,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-18,20:16,4962189,1781814660.0,1781815560.0,1781813855.0,1781817868.0,7.3025184,9.111340522766112,198930,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-07-14,09:00,3390862,1784017560.0,1784019300.0,1784018172.0,1784019584.0,4.881,4.608720779418945,415120,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-07-07,04:00,1524583,,,1783397723.0,1783404009.0,0.0,47.65288162231445,750650,Adhoc,MALE,escort,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-13,19:16,5040198,1783971060.0,1783971480.0,1783970050.0,1783970818.0,2.701,1.6448066234588623,315460,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-10,10:00,4930511,1781084040.0,1781085300.0,1781083796.0,1781085720.0,3.6163907,5.213687896728516,133995,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-06,08:30,3352974,1783322820.0,1783326300.0,1783323073.0,1783325954.0,12.902474,15.113993644714355,44090,Planned,FEMALE,projectmgr,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-23,21:15,1245070,1784842200.0,1784847180.0,1784840872.0,1784845077.0,21.84,21.27992820739746,330690,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-15,11:00,5047138,1784110980.0,1784112300.0,1784111080.0,1784114710.0,5.482,5.083199501037598,339700,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-04,22:16,4916167,1780612260.0,1780613880.0,1780611653.0,1780614021.0,15.382,15.121037483215332,311455,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-24,20:16,5080879,1784925060.0,1784929980.0,1784924796.0,1784930515.0,38.584,29.940162658691406,457105,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-05-13,21:30,1455495,,,1778708656.0,1778712418.0,0.0,12.318437576293944,617265,Adhoc,MALE,escort,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-07-01,15:00,3332719,1782918000.0,1782918660.0,1782918074.0,1782919415.0,2.0702715,2.316897392272949,343810,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-03,18:16,5012983,1783103460.0,1783108200.0,1783102745.0,1783111660.0,29.989916,29.172746658325195,359680,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-07-27,08:30,3450188,1785139860.0,1785140700.0,1785140045.0,1785140609.0,2.9723063,3.839257001876831,372025,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-18,11:00,1180290,1781776140.0,1781779500.0,1781775781.0,1781778793.0,9.130128,8.638609886169434,182340,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-18,09:30,3265129,1781771340.0,1781774700.0,1781771707.0,1781775804.0,12.737,12.536412239074709,200425,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-14,17:16,5043981,1784050260.0,1784051400.0,1784049333.0,1784053032.0,9.17,8.608386039733887,24190,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-18,09:00,3266431,1781771700.0,1781772900.0,1781772007.0,1781773188.0,4.369,4.486578464508057,524485,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-06-24,01:30,1507297,1782265500.0,1782268980.0,1782265456.0,1782268021.0,21.979,21.947153091430664,323975,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,BUS,2026-06-23,13:00,1293902,1782214800.0,1782218700.0,1782216396.0,1782218442.0,11.396856,9.841582298278809,68355,Planned,MALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,BUS,2026-06-29,15:30,1305501,1782747900.0,1782749580.0,1782747547.0,1782750981.0,8.505417,11.387662887573242,202310,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-30,06:30,3324630,1782798720.0,1782800700.0,1782798888.0,1782800564.0,0.0,16.003828048706055,354530,Planned,MALE,escort,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-21,09:00,5065011,1784617380.0,1784623500.0,1784617308.0,1784623520.0,43.604557,40.27079772949219,14490,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-16,13:30,3251955,1781616600.0,1781618340.0,1781616876.0,1781618374.0,6.416258,7.7950119972229,87165,Planned,MALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,BUS,2026-05-26,11:00,1246646,1779789000.0,1779792300.0,1779788976.0,1779791473.0,9.088775,9.55373191833496,91310,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,16:30,3112472,1778862600.0,1778863200.0,1778862874.0,1778863502.0,1.5066972,2.302365779876709,90805,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-09,11:00,1163138,1780997460.0,1781001900.0,1780997605.0,1781002142.0,19.169352,18.60834503173828,202830,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-07-10,15:00,3377959,1783695600.0,1783699200.0,1783695406.0,1783698254.0,17.583344,23.797569274902344,165280,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-07-24,19:00,1550322,1784920500.0,1784924940.0,1784920791.0,1784926604.0,25.629997,26.635414123535156,213530,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-22,20:16,5071752,1784752260.0,1784752980.0,1784751702.0,1784754219.0,5.0620003,4.384151458740234,351970,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-04,09:00,3191800,1780562160.0,1780563300.0,,,3.85,0.0,120405,,FEMALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-29,08:30,3316383,1782719760.0,1782721500.0,1782720436.0,1782722056.0,4.935,4.899219989776611,393310,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-02,21:15,1208107,1783027800.0,1783028460.0,1783026902.0,1783028059.0,5.212,4.769590377807617,347225,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-10,09:00,3219212,1781079840.0,1781081700.0,1781082027.0,1781084615.0,8.416,7.657436847686768,537030,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-16,22:16,4953476,1781649060.0,1781651280.0,1781648313.0,1781651707.0,20.102,22.06675148010254,397530,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-26,14:30,3310409,1782484200.0,1782486900.0,1782484378.0,1782488051.0,19.246,18.90586853027344,89220,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-23,21:15,1245070,1784842200.0,1784845920.0,,,16.311,0.0,372800,,FEMALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Oakmont Office,CAB,2026-06-10,09:00,3219212,1781078760.0,1781081700.0,1781080664.0,1781084615.0,11.853001,10.583588600158691,9680,Planned,FEMALE,projectmgr,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-29,21:16,5096980,1785360660.0,1785362700.0,,,17.101,0.0,371210,,MALE,employee,Not Boarded,NO_SHOW,True
vanta-Aus,Cedar Ridge Office,CAB,2026-07-22,22:15,1243347,1784759400.0,1784759880.0,1784758482.0,1784759792.0,4.037479,6.277959823608398,202630,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-27,18:16,5087294,,,1785176274.0,1785182240.0,0.0,23.82477569580078,194425,Adhoc,MALE,escort,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-21,11:00,1239749,1784627040.0,1784630700.0,1784627132.0,1784631834.0,12.723895,12.789628028869627,311075,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,14:30,3107253,1778769000.0,1778770260.0,1778769147.0,1778771222.0,9.0244,8.689081192016602,96320,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-05,14:16,4918584,1780668960.0,1780669800.0,1780668784.0,1780671004.0,16.389236,13.810839653015137,78590,Planned,FEMALE,projectmgr,Boarded,,False
orbit-Slc,Eastgate Office,CAB,2026-05-19,23:00,1236262,1779232500.0,1779235200.0,1779232469.0,1779234250.0,16.242,16.763525009155273,192970,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-03,12:00,4909170,1780484520.0,1780487100.0,1780484699.0,1780488191.0,9.614321,8.52242660522461,420590,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-27,08:30,3159690,1779868260.0,1779870300.0,1779868473.0,1779871689.0,11.016747,8.146520614624023,235240,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-09,12:00,4927227,1781001420.0,1781005500.0,,,21.682125,0.0,345310,,MALE,employee,Not Boarded,NO_SHOW,True
catalyst-Sac,Santa Clara Office,CAB,2026-06-08,21:30,1485513,,,1780956079.0,1780962312.0,0.0,31.20740127563477,597395,Adhoc,MALE,escort,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-15,17:30,4854948,1778866200.0,1778868060.0,1778865660.0,1778866794.0,2.824,1.3653656244277954,482720,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-03,12:00,4909170,1780484640.0,1780487100.0,1780484973.0,1780488191.0,8.874843,8.053638458251953,419880,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-15,17:30,4854948,1778866200.0,1778868360.0,1778865719.0,1778867671.0,6.241,4.712441444396973,25420,Planned,MALE,projectmgr,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-12,14:00,4939662,1781270160.0,1781271900.0,1781270230.0,1781272259.0,14.987044,11.964580535888672,38900,Planned,MALE,projectmgr,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-05-25,16:30,3150249,1779726600.0,1779727140.0,1779727335.0,1779728094.0,1.6907881,2.781496524810791,418635,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-18,16:30,4961315,1781800200.0,1781802480.0,1781800177.0,1781801942.0,6.037,3.90123987197876,44945,Planned,FEMALE,projectmgr,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-07-14,09:00,3390862,1784018280.0,1784019300.0,1784018855.0,1784019584.0,3.249,3.0450448989868164,408040,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-16,09:00,3248266,1781596200.0,1781600100.0,1781596203.0,1781602110.0,16.475,17.97689437866211,2675,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-03,12:00,4909170,1780483860.0,1780487100.0,,,11.772952,0.0,339915,,FEMALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-01,09:00,3173230,1780300440.0,1780304100.0,1780300813.0,1780304642.0,15.127447,15.955924034118652,410815,Planned,MALE,projectmgr,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-30,06:30,3324630,1782798720.0,1782800700.0,1782798918.0,1782800479.0,16.766,15.643235206604004,249690,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-05-25,11:00,1137733,1779704100.0,1779705900.0,1779704188.0,1779705857.0,6.648,6.645295143127441,247420,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-19,11:00,1182548,1781863920.0,1781865900.0,1781864282.0,1781866182.0,6.183755,6.8272600173950195,202845,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-27,20:30,4889832,1779913800.0,1779916440.0,1779913843.0,1779914908.0,3.915,3.619442224502563,486695,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-02,12:00,5007418,1782992760.0,1782993300.0,1782992538.0,1782993621.0,2.209,1.8610633611679075,429435,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-06-08,19:00,1485133,,,1780946649.0,1780953064.0,0.0,25.39876937866211,690285,Adhoc,MALE,escort,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-18,20:16,4962189,1781814660.0,1781816040.0,1781813623.0,1781818307.0,9.852117,9.897046089172363,432270,Planned,MALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,BUS,2026-07-02,13:00,1311608,1782989400.0,1782996300.0,1782989091.0,1782995730.0,38.153786,0.0,154290,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-05-14,14:30,3105356,1778769000.0,1778770620.0,1778769543.0,1778771552.0,11.43,10.947827339172363,400570,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-19,20:30,4864948,1779222600.0,1779225360.0,1779223045.0,1779224566.0,5.3375893,3.225411891937256,486795,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-06,08:30,3352974,1783322460.0,1783326300.0,1783322747.0,1783325954.0,13.962852,16.247257232666016,288700,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-04,09:00,3053967,1777883700.0,1777884900.0,1777884232.0,1777885172.0,4.216,3.605312585830689,554845,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-07-24,19:00,1550322,1784920500.0,1784924040.0,1784920520.0,1784925618.0,20.502998,21.53285217285156,573570,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-05,15:30,3061180,1777995000.0,1777995960.0,,,5.3416157,0.0,171715,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-30,23:15,1257891,1785454200.0,1785455220.0,1785453224.0,1785454269.0,4.593577,5.074435234069824,215715,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-03,15:16,4910295,1780499760.0,1780501560.0,1780499668.0,1780503899.0,21.899498,20.279048919677734,289940,Planned,FEMALE,vendormgr,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-18,08:30,3265959,1781766600.0,1781771100.0,1781767234.0,1781771689.0,21.312,21.919057846069336,2680,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-09,17:30,3373408,1783618200.0,1783622040.0,1783619178.0,1783623158.0,16.887001,16.374591827392578,640020,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-05-27,13:30,3161957,1779885060.0,1779888300.0,1779885142.0,1779889251.0,25.718,24.74867057800293,99410,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-18,09:30,3265129,1781770980.0,1781774700.0,1781771270.0,1781775804.0,13.4800005,13.570205688476562,49700,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,15:00,3106566,1778770800.0,1778773560.0,1778771053.0,1778773999.0,15.824787,21.90706443786621,113525,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-07-24,19:00,1550322,,,1784920498.0,1784930078.0,0.0,50.24678421020508,690285,Adhoc,MALE,escort,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-03,15:16,4910295,1780499760.0,1780501920.0,1780499661.0,1780504283.0,23.94,21.756481170654297,230200,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-01,14:30,3174927,1780324200.0,1780324680.0,1780324307.0,1780325992.0,2.192,2.24450159072876,369550,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-20,21:00,1184658,1781985600.0,1781988300.0,1781985594.0,1781987602.0,13.222,11.326322555541992,391800,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-29,10:30,3319057,1782727200.0,1782728700.0,1782726788.0,1782727776.0,3.5797982,3.5380406379699707,99115,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-04,15:00,3195770,1780585200.0,1780587000.0,1780585942.0,1780589197.0,8.084125,9.792646408081056,170905,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-18,20:16,4962189,1781814660.0,1781815020.0,1781813403.0,1781816046.0,4.243,3.738844156265259,363295,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-07,21:15,1216183,1783459800.0,1783461720.0,1783458672.0,1783461335.0,9.945881,11.537254333496094,332305,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-14,15:30,3107025,1778772600.0,1778774220.0,1778771985.0,1778773390.0,6.0902634,6.867708683013916,93390,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-17,11:00,4954632,1781690760.0,1781693100.0,1781690850.0,1781693955.0,8.438272,8.189589500427246,19245,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-22,09:30,3142050,1779438720.0,1779441900.0,,,14.8220005,0.0,526960,,FEMALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-01,09:00,3173230,1780299900.0,1780304100.0,,,16.837143,0.0,511285,,FEMALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-12,07:30,3233661,1781246280.0,1781249100.0,1781246397.0,1781248900.0,19.858,19.069067001342773,515255,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-24,09:30,3293593,1782290520.0,1782293100.0,1782290974.0,1782294094.0,8.334108,8.297877311706543,82710,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-17,11:00,4954632,1781690760.0,1781693100.0,,,8.438272,0.0,491500,,MALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Ashford Commons,CAB,2026-07-20,05:30,3416406,1784524560.0,1784525100.0,1784524699.0,1784525288.0,2.448,2.476226568222046,316065,Planned,MALE,escort,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-29,19:16,5096371,1785353460.0,1785356340.0,1785352513.0,1785358477.0,26.088,29.31136703491211,338120,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-17,11:00,4954840,1781689560.0,1781693100.0,1781689619.0,1781693502.0,16.417944,16.759031295776367,170290,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-22,20:16,5071752,1784752260.0,1784752680.0,1784751726.0,1784753399.0,4.03,3.698399305343628,302885,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-05-25,11:00,1137733,1779703500.0,1779705900.0,1779703843.0,1779705857.0,6.8727717,6.814753532409668,270895,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-16,09:30,3248506,1781599500.0,1781601900.0,1781599620.0,1781602320.0,9.408,10.543323516845703,442535,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,CAB,2026-05-06,20:00,1216183,1778098500.0,1778100300.0,1778098300.0,1778100862.0,10.167319,12.714417457580566,60885,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-11,09:30,3225466,1781167020.0,1781169900.0,,,10.605,0.0,96730,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
vanta-Sea,Denver Office,BUS,2026-05-19,20:30,4864948,1779222600.0,1779225240.0,1779222520.0,1779224763.0,3.892,4.843838691711426,429235,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-16,19:15,1233195,1784230200.0,1784233140.0,1784229119.0,1784231673.0,11.524514,11.611224174499512,91375,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-03,12:00,4909170,1780484520.0,1780487100.0,,,9.614321,0.0,403575,,FEMALE,employee,Not Boarded,NO_SHOW,True
catalyst-Sac,Santa Clara Office,CAB,2026-07-21,20:30,1545037,1784666700.0,1784671020.0,1784666877.0,1784670804.0,28.155,26.971683502197266,333990,Planned,FEMALE,employee,Boarded,,False
